	Term_NDoc_Date	Sentence	Frame
15	18_100_2015-04-23	Hier geborene Kinder, deren Eltern erst nach der Geburt eine Aufenthaltserlaubnis erhalten, sollen die Staatsangehörigkeit mit der Erteilung des Aufenthaltstitels der Eltern bekommen.	1.1
16	18_100_2015-04-23	Wenn wir wollen, dass Menschen sich von Anfang an hier dazugehörig fühlen, dass Kinder von Ausländern kein Thema der Integration sind, sondern der gemeinsamen Gesellschaft, des Zusammenlebens, dann ist diese Reform längst überfällig.	1.5
17	18_100_2015-04-23	Die Forderung nach einer „Willkommenskultur“ ist zwar schnell aufgestellt und sicherlich auch gut gemeint.	x
18	18_100_2015-04-23	Minister de Maizière ist der Minister „No Willkommenskultur“.	x
19	18_100_2015-04-23	Kein Ius soli, kein kommunales Wahlrecht, und beim Einwanderungskonzept – das hat er in seiner Rede deutlich gemacht – weiß der Minister vor allen Dingen, was er nicht will.	x
20	18_100_2015-04-23	Dass das kein akutes Problem ist, liegt an der Einwanderung von Menschen aus den südeuropäischen Ländern infolge der Euro-Krise und an den Flüchtlingen, die wir gegenwärtig aufnehmen.	3
21	18_100_2015-04-23	Deshalb wäre es an der Zeit, die Weichen für eine moderne Einwanderungspolitik zu stellen.	x
22	18_100_2015-04-23	Es hat ja auch ein paar Jahrzehnte gebraucht, bis Sie kapiert haben, dass die Gastarbeiter Einwanderer sind und Deutschland ein Einwanderungsland ist.	3
23	18_100_2015-04-23	Aber lassen Sie uns die Zeit in dieser Debatte dafür nutzen, wenigstens die Signale auf Willkommenskultur zu stellen.	x
24	18_100_2015-04-23	Den Bundesinnenminister als denjenigen zu bezeichnen, der der Integration im Wege stand, heißt wirklich, das, was die Union in den letzten Jahren mit dieser Regierung getan hat, vollkommen zu verleugnen.	x
25	18_100_2015-04-23	Die entscheidende Frage ist, was in der Integrationspolitik zum Thema Anerkennungsgesetz und Ähnliches passiert ist.	x
26	18_100_2015-04-23	Wenn Sie den Grünen und allen anderen, die für ein republikanisches Staatsangehörigkeitsmodell in Deutschland streiten und sich dafür einsetzen, vorwerfen, nur auf Wählerinnen- und Wählerstimmen abzuzielen, dann möchte ich Sie darauf hinweisen, dass der Vizevorsitzende der Bundes-CDU, Laschet,  (Michael Frieser [CDU/CSU]: Stellvertretender Vorsitzender!)  im Rahmen des Wahlkampfes dem Verein Milli Görüs in Bremen einen Besuch abgestattet hat, einem islamistischen Verband, der kein Problem mit Dschihadisten hat, und dort um Wählerinnen- und Wählerstimmen geworben hat.	1.4
27	18_100_2015-04-23	Hier müssen wir die Hürden absenken, wie das mein Kollege Beck sagte, gerade wenn wir an einer wirklichen Integrationspolitik interessiert sind, meine Damen und Herren.	x
28	18_100_2015-04-23	Ausländer, Migranten, Mitbürger mit Migrationshintergrund, von einem oder zwei ausländischen Elternteilen, aus der soundsovielten Generation, Deutsche mit Zuwanderungsgeschichte.	x
29	18_100_2015-04-23	Erst langsam gewöhnen wir uns daran, ein Einwanderungsland zu sein.	x
30	18_100_2015-04-23	Sie sollte nicht einfach nur ein Vorschuss sein, auf dass die künftige Integration der Staatsbürger gelingen möge.	x
31	18_100_2015-04-23	Die Verleihung der Staatsbürgerschaft sollte vielmehr das vorläufige Ende des Integrationsprozesses darstellen.	1
32	18_100_2015-04-23	Wie viele Streitfälle haben wir denn jetzt schon im Asylrecht?	x
33	18_100_2015-04-23	Der Begriff „rechtmäßig“ gilt nur für denjenigen, der eine einjährige Aufenthaltserlaubnis hat, und nicht für Touristen.	4
34	18_100_2015-04-23	Zur Willkommenskultur gehört aber auch, dass sich die Wirtschaft auf sich verändernde Familienmodelle besser einstellt.	3
35	18_100_2015-04-23	Das Land ist kein Rückzugsort mehr für den international tätigen Terrorismus.	4
36	18_100_2015-04-23	Asyl gewähren.	x
37	18_100_2015-04-23	Deshalb müssen wir auch so ehrlich sein und da, wo es möglich ist, Möglichkeiten der legalen Einwanderung schaffen.	2
38	18_100_2015-04-23	Genau das, liebe Kolleginnen und Kollegen, ist für viele Syrerinnen und Syrer der Anlass, mit viel Geld auf dem Schwarzmarkt Termine zu ergattern oder Schlepper zu bezahlen, damit sie sie über das Mittelmeer fahren.	2.4
39	18_100_2015-04-23	Davon sind fast 70 000 nach Beginn des Konfliktes als Asylbewerber zu uns gekommen.	x
40	18_100_2015-04-23	Seit Juni 2014 wurde kein Asylantrag mit dem Herkunftsland Irak negativ entschieden.	x
41	18_100_2015-04-23	Ein Drittel davon hat inzwischen Asyl bei uns beantragt.	x
42	18_100_2015-04-23	Flankiert wird diese Änderung im Strafgesetzbuch durch ein weiteres Gesetzgebungsverfahren, in dem wir das Passgesetz ändern und Gefährdern – also Personen, die unter Terrorismusverdacht stehen – den Personalausweis entziehen und sie am Verlassen des Landes hindern.	4
43	18_100_2015-04-23	Gleichzeitig wird die Bestrafung der sogenannten Terrorismusfinanzierung neu geregelt.	x
44	18_100_2015-04-23	Die Absicht der Terrorismusfinanzierung nachzuweisen, wird mindestens genauso schwer sein, wie das Wissen um die Terrorismusfinanzierung nachzuweisen.	x
45	18_100_2015-04-23	Wenn wir auf dem mit dem Terrorismusstrafrecht 1976 begonnenen Weg einer Entwicklung weg von Tatstrafrecht und Schuldprinzip hin zu einer Verpolizeilichung des Strafrechts nicht endlich umkehren, sondern ihn immer weiter beschreiten, dann haben am Ende all jene Terroristinnen und Terroristen gewonnen, die sich gegen eine freiheitlich-demokratische Grundordnung wenden.	x
46	18_100_2015-04-23	Terrorismus kennt keine nationalen Grenzen, und seine internationalen Netzwerke funktionieren offensichtlich reibungslos.	x
47	18_100_2015-04-23	Das bedeutet aber gleichzeitig auch, dass die Bekämpfung des Terrorismus keine Aufgabe einzelner Nationalstaaten mehr sein kann.	x
48	18_100_2015-04-23	Während sich bei der Strafbarkeit der Ausreise mit der Absicht, terroristische Straftaten zu begehen, die Neuregelung in die Systematik des § 89 a Strafgesetzbuch einfügt, sodass die tätige Reue zu einer Strafmilderung oder zu einem Absehen von Strafe führen kann, war dies im Zusammenhang mit der Terrorismusfinanzierung nicht vorgesehen.	x
49	18_100_2015-04-23	Nunmehr wird mit dem neuen § 89 c Absatz 7 auch für die Strafbarkeit der Terrorismusfinanzierung die tätige Reue als Möglichkeit der Strafmilderung oder des Absehens von Strafe eingeführt.	x
0	18_100_2015-04-23	Das ist ein wichtiges Signal, um denjenigen Tätern, die sich vom Terrorismus abwenden möchten, die Möglichkeit zu geben, ihre Strafe durch die aktive Hilfe zur Aufklärung der Strukturen des Terrorismus zu reduzieren oder gar abzuwenden.	4.6
1	18_100_2015-04-23	Meine lieben Kolleginnen und Kollegen, das heute zu beschließende Gesetz ist ein wichtiger Baustein bei der Bekämpfung des Terrorismus mit dem Mittel des Strafrechts.	x
2	18_100_2015-04-23	Es ist auch nicht auszuschließen, dass wir uns angesichts der Strukturen des Terrorismus noch über weitere Maßnahmen des Gesetzgebers in naher oder weiterer Zukunft werden unterhalten müssen.	x
3	18_100_2015-04-23	Insofern wird uns der strafrechtliche Aspekt der Terrorismusbekämpfung weiter beschäftigen.	x
4	18_100_2015-04-23	Ich finde, eine Konsequenz muss sein, dass wir uns entschlossen dafür einsetzen, dass die Menschen nicht aus ihrer Heimat fliehen müssen, zum Beispiel, weil es dort aufgrund von Terrorismus zu unsicher geworden ist.	2.3
5	18_100_2015-04-23	Genau dieses Ziel verfolgt die UN-Resolution, in der der Sicherheitsrat alle Mitgliedstaaten auffordert, die Ausreise von Dschihadisten, die in terroristischer Absicht ausreisen wollen, unter Strafe zu stellen.	4.6
6	18_100_2015-04-23	Dem gleichen Ziel dient die Aufforderung der Financial Action Task Force der OECD, jegliche Terrorismusfinanzierung unter Strafe zu stellen.	x
7	18_100_2015-04-23	Richtig ist, dass die Strafbarkeit sehr weit vorgezogen wird – das will ich überhaupt nicht in Abrede stellen –, aber angesichts des hohen Gefährdungspotenzials und des dringenden Handlungsbedarfs, den Terrorismus zu bekämpfen, ist dies aus meiner Sicht gerechtfertigt.	4.6
8	18_100_2015-04-23	Schon heute ist die Terrorismusfinanzierung strafbar.	x
9	18_100_2015-04-23	Außerdem darf ich daran erinnern, dass wir beim Generalbundesanwalt sechs zusätzliche Stellen geschaffen haben, sodass jetzt zusätzliches Personal im Bereich der Terrorismusbekämpfung ganz gezielt eingesetzt werden kann.	x
10	18_100_2015-04-23	Ich glaube – damit komme ich zum Schluss –, dass wir mit diesem Gesetzentwurf wichtige Bausteine bei der Bekämpfung des Terrorismus und seiner Finanzierung beschließen.	x
11	18_100_2015-04-23	Die Resolution war die Reaktion auf den wachsenden internationalen Terrorismus insbesondere durch den Islamischen Staat, IS, im Irak und Syrien.	4.6
12	18_100_2015-04-23	Damit sich die betroffenen Personen innerhalb Deutschlands weiterhin ausweisen können, benötigen sie ein geeignetes Ersatzdokument.	x
13	18_100_2015-04-23	Wir werden in diesem Zusammenhang auch noch über das Gemeinsame Terrorismusabwehrzentrum und die Antiterrordatei sprechen, ebenso über Prävention und die Verschärfung der Strafbarkeit des Aufenthalts in Ter Deutscher Bundestag – 18. Wahlperiode – 100. Sitzung.	4.6
14	18_100_2015-04-23	Zudem haben wir einen neuen Straftatbestand die Finanzierung des Terrorismus betreffend geschaffen.	x
15	18_100_2015-04-23	In Zukunft können wir auch bei kleinsten Beträgen, die in die Unterstützung des Terrorismus fließen, mit Mitteln des Strafrechts vorgehen.	x
16	18_100_2015-04-23	Denn am Ende sind die Gefährder vielleicht sogar noch stolz darauf, mit einem amtlichen Dokument endlich als IS-treue Dschihadisten eingestuft zu werden.	4.6
17	18_100_2015-04-23	Zur Begründung erklärt sie, damit sollten mutmaßliche Dschihadisten gehindert werden, sich dem sogenannten Islamischen Staat anzuschließen.	4.6
18	18_100_2015-04-23	Der Schalterbeamte bei der Post, der neue Vermieter, der Bankangestellte und wo man sich sonst noch ausweisen muss, alle erfahren, dass der Inhaber des Ausweises vom Staat als mutmaßlicher Djihadist angesehen wird.	4
19	18_100_2015-04-23	Das bedeutet: Alle Maßnahmen im Kampf gegen den Terrorismus müssen geeignet, hinreichend bestimmt und verhältnismäßig sein.	4
20	18_100_2015-04-23	So bleibt es dabei: Mögliche Dschihadisten werden auf dem Postweg zum Austausch ihrer Dokumente aufgefordert.	4.6
21	18_100_2015-04-23	Wenn wir über Flüchtlinge reden, dann müssen wir vor allem auch über Fluchtursachen reden.	2.1
22	18_103_2015-05-07	Berlin, Donnerstag, den 7. Mai 2015  Präsident Dr. Norbert Lammert  (A) (C)  (D)(B) zur Seenotrettung von Flüchtlingen im Mittelmeer und zu einer geforderten Umkehr in der Asylpolitik – werden abgesetzt.	x
23	18_103_2015-05-07	Wir haben eine Reihe von Gebieten in Deutschland ausgewiesen, wo die Anwendung dieser Technologie ausgeschlossen wird, wir haben Umweltverträglichkeitsprüfungen in vielen Bereichen vorgesehen, die es heute noch nicht gibt.	x
24	18_103_2015-05-07	Die mutige politische Saat von Ben-Gurion und später Konrad Adenauer – sie ist aufgeblüht, und sie trägt Früchte, auch über unsere eigenen Grenzen hinaus, wenn wir uns zum Beispiel in den internationalen Foren gemeinsam gegen Antisemitismus und Rassismus einsetzen.	1.3
25	18_103_2015-05-07	Das heißt eben, dass wir hier bei uns zu Hause aufstehen müssen gegen jegliche Form von Antisemitismus, Rassismus und Fremdenhass.	1.3
26	18_103_2015-05-07	Für viele osteuropäische Jüdinnen und Juden war gerade Deutschland ein Einwanderungsland.	x
27	18_103_2015-05-07	Es ist beispielsweise überliefert, dass ein für die Kriegführung in Griechenland benötigtes deutsches Schiff stattdessen für die Deportation von 200 Jüdinnen und Juden nach Auschwitz genutzt wurde.	2
28	18_103_2015-05-07	Das gilt ebenso für jede Form des Rassismus.	x
29	18_103_2015-05-07	Israel war ständig in Sorge, ständig im Abwehrkampf, ständig von Terrorismus überzogen.	4
30	18_103_2015-05-07	Für uns muss gelten: Antisemitismus, Rassismus, Abgrenzung, Ausgrenzung, Diskriminierung – all das darf in Deutschland, darf in Europa, darf in der Welt keinen Platz haben.	1.3
31	18_103_2015-05-07	Es waren Deutsche, die im südpolnischen Ort Oswiecim das größte Grauen der Menschheitsgeschichte angerichtet haben, indem sie die Juden Europas dorthin deportiert haben, misshandelt, gequält und ermordet haben.	2.2
32	18_103_2015-05-07	Israels sehr ernst und glaube, der Iran ist nach wie vor ein großer Unruheherd, eine Gefahr, ein Sponsor des internationalen Terrorismus.	x
33	18_103_2015-05-07	Wir brauchen einen grundlegenden Paradigmenwechsel in der Asylpolitik: weg von der ge Deutscher Bundestag – 18. Wahlperiode – 103. Sitzung.	x
34	18_103_2015-05-07	Die Mehrheit der Asylsuchenden – das zeigen auch die Zahlen – erhält gegenwärtig einen Schutzstatus in Deutschland.	x
35	18_103_2015-05-07	Deswegen muss das Leitbild bei ihrer Aufnahme eine schnelle Integration sein.	x
36	18_103_2015-05-07	Die Zeit ihres Asylverfahrens sollte nicht ungenutzt bleiben.	x
37	18_103_2015-05-07	Selbst der Bundesinnenminister fordert inzwischen, noch nicht anerkannte Flüchtlinge zu Integrationskursen zuzulassen – allerdings nur, wenn sie gute Chancen auf Asyl haben.	3.4
38	18_103_2015-05-07	Das ist zwar ein richtiger Schritt in die richtige Richtung, doch nach unserer Auffassung sollten alle Asylsuchenden Zugang zu Sprachkursen erhalten.	3.4
39	18_103_2015-05-07	Statt der Anwendung des Asylbewerberleistungsgesetzes fordern wir ihre Einbeziehung in das allgemeine System der sozialen Sicherung, vor allen Dingen auch der Gesundheitsversorgung.	x
40	18_103_2015-05-07	Asylsuchende sind keine Kriminellen.	4.6
41	18_103_2015-05-07	Die Kommunen sind überfordert und bringen Asylbewerberinnen und Asylbewerber in menschenunwürdigen Unterkünften unter.	2
42	18_103_2015-05-07	Die Linke tritt für ein Flüchtlingsaufnahmegesetz ein, um eine dauerhafte Übernahme der Kosten für Aufnahme und Unterbringung der Asylbewerber während ihres Verfahrens durch den Bund zu regeln.	x
43	18_103_2015-05-07	Durch finanzielle Entlastungen könnten Länder und Kommunen ihren eigentlichen Kompetenzen nachkommen, wie beispielsweise Integration, Einbindung in die städtische Infrastruktur, rechtliche und soziale Betreuung sowie Bildung und Arbeit.	x
44	18_103_2015-05-07	Wir sagen daher: Lasst uns in die Integration investieren, nicht in Abschreckungspolitik!	x
45	18_103_2015-05-07	Berlin, Donnerstag, den 7. Mai 2015  Ulla Jelpke  (A) (C)  (D)(B) das Asyl bestätigt wird.	x
46	18_103_2015-05-07	Zunächst sind wir uns, liebe Ulla Jelpke, offensichtlich in einem Punkt einig: dass nämlich die vielen ehrenamtlichen Helfer, die unser Asylsystem mittragen, deutlich machen, wie groß das Verantwortungsbewusstsein für Flüchtlinge in ganz Deutschland ist.	2.3
47	18_103_2015-05-07	Gleichzeitig spricht sich aber eine klare Mehrheit für strenge Asylregeln aus.	4
48	18_103_2015-05-07	Es ist daher sehr wohl gerechtfertigt, zwischen unterschiedlichen Asylbewerbern zu unterscheiden.	2
49	18_103_2015-05-07	Wenn die Bedingungen für Flüchtlinge in Deutschland so schlecht wären, wenn wir keine Willkommenskultur hätten, dann würde wohl nicht jeder dritte Asylantrag in Europa in Deutschland gestellt werden.	x
0	18_103_2015-05-07	Gleichzeitig wird aber gefordert, der Bund alleine solle sämtliche Kosten für die Verfahren, für die Unterbringung und für die Versorgung der Asylbewerber übernehmen.	4.1
1	18_103_2015-05-07	Über das novellierte Asylbewerberleistungsgesetz übernimmt der Bund jährlich Kosten von 43 Millionen Euro.	4.1
2	18_103_2015-05-07	Der Freistaat Bayern zum Beispiel übernimmt vollständig die Kosten für die Unterbringung und Versorgung von Asylbewerbern.	4.1
3	18_103_2015-05-07	Im ersten Quartal dieses Jahres wurden über 85 000 Asylanträge in Deutschland gestellt.	x
4	18_103_2015-05-07	Das Bundesamt für Migration und Flüchtlinge hat in diesem Jahr bei 8 324 geprüften Asylanträgen von Serben in keinem einzigen Fall einen Schutzgrund festgestellt.	4.1
5	18_103_2015-05-07	Bei 11 250 Entscheidungen über Asylanträge von Kosovaren wurde in nur einem einzigen Fall ein subsidiärer Schutzgrund festgestellt.	x
6	18_103_2015-05-07	Nur wenn wir auch in den Herkunftsländern Fluchtursachen bekämpfen und wenn wir Fehlanreize in Deutschland beseitigen, dann werden wir unsere Kommunen dauerhaft und nachhaltig entlasten.	4.3
7	18_103_2015-05-07	Ein wesentlicher Fehlanreiz ist die Vermischung von Asyl- und Arbeitsmigration.	x
8	18_103_2015-05-07	Asyl dient ausschließlich dem Schutz verfolgter Menschen und nicht der Fachkräfteanwerbung.	2
9	18_103_2015-05-07	Angesichts der steigenden Gesamtschutzquote, die aktuell bei 37 Prozent liegt, und der immer noch zu langen Verfahrensdauer müssen wir die Asylbewerber, bei denen Schutzgründe offensichtlich sind, schneller integrieren und ihnen schneller Integrations- und Sprachkurse zur Verfügung stellen.	2
10	18_103_2015-05-07	Aber – auch das gehört dazu – bei aussichtslosen Asylanträgen müssen wir für eine schnelle und zügige Rückführung und dem vorgeschaltet auch für schnelle Verfahren Sorge tragen.	4
11	18_103_2015-05-07	Um die Asylverfahren zu beschleunigen, hat das Bundesamt für Migration und Flüchtlinge im letzten Jahr 650 zusätzliche Stellen bekommen.	x
12	18_103_2015-05-07	Wir sollten gemeinsam auf allen Ebenen dafür Sorge tragen, dass wir nicht nur die Symptome bekämpfen, dass wir nicht nur mehr Geld fordern, dass wir uns nicht auf Sprachkurse beschränken, sondern dass wir auch das Globale im Auge behalten, dass wir auch Europa noch mehr mit in die Verantwortung nehmen und die vielfältigen Ursachen anpacken.	4
13	18_103_2015-05-07	Sie sind nicht die Asylprüfungsverfahrensinstanz.	x
14	18_103_2015-05-07	Wo sind die Unterstützungsleistungen für Integration, für Traumaberatung der vielen Fliehenden, die traumatisiert sind?	2
15	18_103_2015-05-07	Das zeigt, dass es nicht nur um deutsche Asylpolitik geht.	x
16	18_103_2015-05-07	Das zeigt auch, dass es nicht nur um Asylpolitik geht.	x
17	18_103_2015-05-07	Jetzt liegt das nur noch im zweistelligen Bereich, und das ohne die Ausweisung als sicherer Herkunftsstaat.	x
18	18_103_2015-05-07	Wir wollen die Kommunen von den Kosten der Flüchtlingsunterbringung und Integration entlasten.	4.1
19	18_103_2015-05-07	Artikel 16 a unseres Grundgesetzes zum Asylrecht ist schon einzigartig in dieser Welt, in unserer Welt.	x
20	18_103_2015-05-07	Mein Landkreis stellt Geld für Integrationskurse, Sprachkurse zur Verfügung.	x
21	18_103_2015-05-07	Integrationslotsen werden ausgebildet.	x
22	18_103_2015-05-07	Wir müssen weitere sichere Herkunftsländer festlegen – das, was wir da haben, reicht noch nicht – oder andere Strukturen schaffen, die so gut und sicher sind, dass dies nicht nötig ist, um zu gewährleisten, dass Menschen, die nicht politisch verfolgt sind – ich beziehe mich auf Artikel 16 a des Grundgesetzes –, nicht mit der Begründung, hier Asyl zu beantragen, zu uns kommen können.	x
23	18_103_2015-05-07	Für die Abschiebung sind die Länder zuständig.	x
24	18_103_2015-05-07	Die Menschen, die kein Bleiberecht haben, weil kein Asylgrund vorliegt und deren Antrag daher abgelehnt wurde, müssen konsequent in ihre Herkunftsländer zurückkehren, und dafür sind die Länder verantwortlich.	x
25	18_103_2015-05-07	Die Verstärkung der Grenzschutzmaßnahmen, die Bekämpfung der Schleuserkriminalität, die Zerstörung von Schleuserschiffen, die Eindämmung von sogenannten Migrantenströmen, die freiwillige Erklärung von EU-Mitgliedstaaten, Italien und Malta ein paar Flüchtlinge abzunehmen.	4.1
26	18_103_2015-05-07	Das Europäische Parlament, Ban Ki-moon, António Guterres, Papst Franziskus, die EKD, der Bundespräsident, Pro Asyl, Amnesty und nicht zuletzt eine klare Mehrheit der Menschen in Deutschland wissen, dass es doch zuallererst um das Leben und die Rettung von Menschen gehen muss, dass es aber auch um die Verteidigung unserer Werte geht.	2
27	18_103_2015-05-07	Eine dritte wichtige Herausforderung ist die weltweite Bekämpfung der Fluchtursachen.	x
28	18_103_2015-05-07	Stichworte hierfür sind die menschenwürdige Aufnahme, die schnelle Integration – Frau Jelpke, Sie haben das eben noch einmal ausführlich erwähnt – und die Hilfen beim Spracherwerb.	2.3
29	18_103_2015-05-07	Sie sprechen von 173 000 Asylsuchenden im Jahre 2014.	x
30	18_103_2015-05-07	Seit 2014 ist der Arbeitsmarktzugang für Flüchtlinge und Asylbewerber deutlich erleichtert, und die Residenzpflicht ist gelockert.	x
31	18_103_2015-05-07	Es muss aber auch klar sein, dass unser Asylverfahren nicht für diejenigen gedacht ist, die keinen Schutz brauchen und eigentlich nur hierherkommen, um ihre Lebensperspektive zu verändern.	4
32	18_103_2015-05-07	Es ist aber so einfach gesagt, dass Fluchtursachen bekämpft werden müssen.	x
33	18_103_2015-05-07	Habe ich überhaupt eine Chance auf Asyl, wenn ich mein Leben aufs Spiel setze, wenn ich meine Familie, wenn ich meine Kinder verlasse?	x
34	18_103_2015-05-07	Aber wir sollten zusammen mit dem UNHCR solche Asylanlaufstellen auf den Weg bringen.	x
35	18_103_2015-05-07	Ein großes Problem sind die Asylsuchenden vom Balkan.	x
36	18_103_2015-05-07	Wenn wir sehen, dass allein in den ersten drei Monaten von insgesamt 88 000 Asylanträgen 44 000 von Menschen aus den Westbalkanländern gestellt wurden – die Anerkennungsquote bei diesen Menschen liegt bei gerade einmal 0,1 Prozent –, dann wissen wir, dass es richtig war, Serbien, Mazedonien und Bosnien-Herzegowina zu sicheren Herkunftsstaaten zu erklären.	2
37	18_103_2015-05-07	Innerhalb von acht Wochen wurden allein 28 000 Asylanträge von Menschen aus dem Kosovo gestellt.	x
38	18_103_2015-05-07	Wir müssen diesen Menschen sagen, dass es dann falsch ist, hier einen Asylantrag zu stellen.	x
39	18_103_2015-05-07	Du wirst keine Chance haben, in Deutschland Asyl zu bekommen.	x
40	18_103_2015-05-07	Ich wünsche dem Asylgipfel morgen viel Erfolg.	x
41	18_103_2015-05-07	Des wegen brauchen wir auch Richtlinien für Kinder im Asylverfahren, damit sie nicht wie Erwachsene behandelt werden.	2
42	18_103_2015-05-07	Dazu gehört etwa das Abschneiden des alten Zopfes der Widerrufsverfahren bei bereits gewährtem Asyl.	x
43	18_103_2015-05-07	In der Koalitionsvereinbarung steht, dass wir gemeinsam mit den Ländern dafür sorgen wollen, dass auch den Asylbewerbern frühestmöglich Sprachangebote unterbreitet werden.	2.3
44	18_103_2015-05-07	Ich persönlich und der Großteil der SPD-Fraktion – um das klar zu sagen: nicht nur das Präsidium der SPD – stehen auf dem Standpunkt, dass die Übernahme der Kosten für die Unterbringung und Versorgung von Flüchtlingen und Asylbewerbern eine staatliche Aufgabe ist.	4.1
45	18_103_2015-05-07	Damals hatten wir in der Bevölkerung eine geringe Akzeptanz für die Aufnahme von Flüchtlingen und Zuwanderern generell.	1.3
46	18_103_2015-05-07	Ich würde es sogar als gelebte europäische Integration bezeichnen – und das über die Grenzen der Europäischen Union hinaus.	x
47	18_103_2015-05-07	Als deutsche Einwanderungsgesellschaft wollen wir eine lebendige und verantwortungsvolle Erinnerungskultur.	2.3
48	18_103_2015-05-07	Ohne eine langfristige Verbesserung der Lebens- und Einkommensverhältnisse vor Ort wird Somalia auch weiterhin Rekrutierungsgebiet und Basis für Terrorismus und Piraterie bleiben.	2
49	18_103_2015-05-07	Die Frage beim Jemen war, ob man das vollständige Abgleiten dieses Landes in den islamistischen Terrorismus zulässt oder nicht.	2
150	18_103_2015-05-07	Ich denke, Europa braucht keine Rechtsform, die anfällig für Missbrauch – Geldwäsche, Steuerhinterziehung und möglicherweise auch Terrorismusfinanzierung – ist, sondern eine Rechtsform, die sich letztendlich auf Rechtssicherheit und Rechtsklarheit stützt.	x
151	18_103_2015-05-07	Ich erinnere an Emigranten wie Willy Brandt, die damals übrigens in der Politik als Landesverräter beschimpft wurden, und insbesondere Willy Brandts großartige Geste, den Kniefall im Warschauer Ghetto.	1.2
152	18_103_2015-05-07	Wir wollen beispielsweise die Weiterentwicklung von Integrationsunternehmen zu Inklusionsunternehmen quantitativ, aber auch qualitativ fördern.	3
153	18_103_2015-05-07	Wir brauchen ein inklusives Bildungssystem und einen inklusiven Arbeitsmarkt und keine Abschiebung in Sonderwelten, wie zum Beispiel in Werkstätten oder Sonderschulen.	x
154	18_103_2015-05-07	Wir möchten die Integrationsbetriebe viel stärker ausbauen und den Menschen die Gelegenheit geben, sozialversicherungspflichtig und mindestlohnrelevant auf dem ersten Arbeitsmarkt tätig zu werden.	3
